"id","product_search_description","meta_data","","","","","","","","","","","","","","","","",""
"26720","men apparel topwear tshirts grey summer casual puma men foundation polo grey t-shirt","{'id': 26720, 'name': 'Puma Men Foundation Polo Grey T-shirt', 'variant': 'Foundation Polo', 'brand': 'Puma', 'price': 799, 'discounted_price': 799, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/763d9541eb884323642cadea8e368e88_images.jpg'}","","","","","","","","","","","","","","","","",""
"12515","men footwear shoes casual shoes black winter casual red tape men black shoes","{'id': 12515, 'name': 'Red Tape Men Black Shoes', 'variant': 'Casual', 'brand': 'Red Tape', 'price': 2295, 'discounted_price': 2295, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/31f65f88d7cc68d53ad66ce9e0971295_images.jpg'}","","","","","","","","","","","","","","","","",""
"9478","men apparel topwear shirts black fall formal john miller men black & white check shirt","{'id': 9478, 'name': 'John Miller Men Black & White Check Shirt', 'variant': 'black white check', 'brand': 'John Miller', 'price': 1249, 'discounted_price': 1249, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d38ad795803f3df37d7357c53bac6529_images.jpg'}","","","","","","","","","","","","","","","","",""
"2090","men apparel topwear tshirts black fall sports adidas mens polo black polo t-shirt","{'id': 2090, 'name': 'ADIDAS Mens Polo Black Polo T-shirt', 'variant': 'SS TIPPED POLO', 'brand': 'ADIDAS', 'price': 699, 'discounted_price': 699, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/98de66b41c4c215fad50f41d087da8f5_images.jpg'}","","","","","","","","","","","","","","","","",""
"30645","men apparel topwear tshirts maroon summer sports nike men barca rugby maroon t-shirt","{'id': 30645, 'name': 'Nike Men Barca Rugby Maroon T-shirt', 'variant': 'Barca Rugby', 'brand': 'Nike', 'price': 2495, 'discounted_price': 2495, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d3eda8ff18e726cfaf27772bc87c06a4_images.jpg'}","","","","","","","","","","","","","","","","",""
"22380","men apparel topwear shirts white fall casual mark taylor men red striped white shirt","{'id': 22380, 'name': 'Mark Taylor Men Red Striped White Shirt', 'variant': 'Stripes', 'brand': 'Mark Taylor', 'price': 519, 'discounted_price': 519, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1700a7c2ff726c25a37d451bf46936ed_images.jpg'}","","","","","","","","","","","","","","","","",""
"51672","men accessories eyewear sunglasses silver winter casual louis philippe men maroon sunglasses","{'id': 51672, 'name': 'Louis Philippe Men Maroon Sunglasses', 'variant': 'Male Metal S/G', 'brand': 'Louis Philippe', 'price': 3500, 'discounted_price': 2590, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/image/style/properties/51672/Louis-Philippe-Men-Maroon-Sunglasses_1_16bf084901e07baf30f1e77a6539fc37.jpg'}","","","","","","","","","","","","","","","","",""
"35337","women accessories jewellery pendant silver winter ethnic fabindia women anusuya silver pendant","{'id': 35337, 'name': 'Fabindia Women Anusuya Silver Pendant', 'variant': 'Anusuya', 'brand': 'Fabindia', 'price': 490, 'discounted_price': 490, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/430af030eac5ebc8cd66aeb9d1fb931c_images.jpg'}","","","","","","","","","","","","","","","","",""
"18813","men accessories belts belts navy blue summer casual peter england men casual navy blue belt","{'id': 18813, 'name': 'Peter England Men Casual Navy Blue Belt', 'variant': 'Casual', 'brand': 'Peter England', 'price': 299, 'discounted_price': 299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/815cbd6b5411c41945bfcff56cc97f73_images.jpg'}","","","","","","","","","","","","","","","","",""
"6430","unisex footwear shoes casual shoes red summer casual lotto unisex canvas white red shoe","{'id': 6430, 'name': 'Lotto Unisex Canvas White Red Shoe', 'variant': 'CANVAS.IMP', 'brand': 'Lotto', 'price': 949, 'discounted_price': 949, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/9781eeca0884933b0f066599dd8d2dcf_images.jpg'}","","","","","","","","","","","","","","","","",""
"17067","women accessories belts belts beige winter casual lino perros women stripes beige belt","{'id': 17067, 'name': 'Lino Perros Women Stripes Beige Belt', 'variant': 'Stripes', 'brand': 'Lino Perros', 'price': 495, 'discounted_price': 495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8df6dbc171723e940638c936b0adbb54_images.jpg'}","","","","","","","","","","","","","","","","",""
"23252","men footwear shoes formal shoes tan fall formal arrow men formal tan shoe","{'id': 23252, 'name': 'Arrow Men Formal Tan Shoe', 'variant': 'Formal', 'brand': 'Arrow', 'price': 3999, 'discounted_price': 3999, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/2dcab1b9aadcb7755614e4d0129dba8f_images.jpg'}","","","","","","","","","","","","","","","","",""
"53125","women apparel topwear tshirts green summer casual myntra women green t-shirt","{'id': 53125, 'name': 'Myntra Women Green T-shirt', 'variant': 'Solid Graphic Tee', 'brand': 'Myntra', 'price': 399, 'discounted_price': 399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1b63f3e57c2703b1d0e93acffca9b071_images.jpg'}","","","","","","","","","","","","","","","","",""
"44192","women footwear flip flops flip flops pink winter casual ipanema women pink flip flops","{'id': 44192, 'name': 'iPanema Women Pink Flip Flops', 'variant': 'iPanema', 'brand': 'iPanema', 'price': 699, 'discounted_price': 699, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/72962c440036c25e35cc9e6b771829c3_images.jpg'}","","","","","","","","","","","","","","","","",""
"4367","men apparel topwear tshirts black summer casual smashing pumpkins men's invasion black t-shirt","{'id': 4367, 'name': ""Smashing Pumpkins Men's Invasion Black T-shirt"", 'variant': 'Smashing Pumpkins Invasion SS Tee', 'brand': 'Smashing Pumpkins', 'price': 649, 'discounted_price': 649, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8f9d7c785c132d83a3b39b49b0be3447_images.jpg'}","","","","","","","","","","","","","","","","",""
"25999","women personal care fragrance perfume and body mist black spring casual paris hilton women heiress perfume","{'id': 25999, 'name': 'Paris Hilton Women Heiress Perfume', 'variant': 'Heiress', 'brand': 'Paris Hilton', 'price': 2750, 'discounted_price': 2750, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/bd91257be18a031e15aae5dccd64829c_images.jpg'}","","","","","","","","","","","","","","","","",""
"45040","men accessories watches watches black winter casual maxima men black attivo watch","{'id': 45040, 'name': 'Maxima Men Black Attivo Watch', 'variant': '25260LMGBC', 'brand': 'maxima', 'price': 1865, 'discounted_price': 1865, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/fd2e77e7921b8b34250871bbc72fc7fd_images.jpg'}","","","","","","","","","","","","","","","","",""
"15730","men footwear shoes sports shoes black fall sports nike men downshifter 4 msl black sports shoes","{'id': 15730, 'name': 'Nike Men Downshifter 4 MSL Black Sports Shoes', 'variant': 'Nike Downshifter 4 MSL', 'brand': 'Nike', 'price': 3195, 'discounted_price': 3195, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/e12f747060bf944db98873b3d5a93e1d_images.jpg'}","","","","","","","","","","","","","","","","",""
"21505","women accessories bags handbags brown winter casual kiara women small brown handbag","{'id': 21505, 'name': 'Kiara Women Small  Brown Handbag', 'variant': 'Small', 'brand': 'KIARA', 'price': 1099, 'discounted_price': 1099, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/0f60791b8718dce4fe36ac7da04fb40a_images.jpg'}","","","","","","","","","","","","","","","","",""
"40532","women accessories watches watches silver winter casual titan women silver dial watch","{'id': 40532, 'name': 'Titan Women Silver Dial Watch', 'variant': 'Titan Watches -metal Strap', 'brand': 'Titan', 'price': 2050, 'discounted_price': 2050, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/46b5d766a707e2ecc28dd7dbaa0afc06_images.jpg'}","","","","","","","","","","","","","","","","",""
"1615","men apparel topwear tshirts navy blue fall casual reebok men navy blue polo t-shirt","{'id': 1615, 'name': 'Reebok Men Navy Blue Polo T-shirt', 'variant': 'reebok stripper polo s.e.p', 'brand': 'Reebok', 'price': 1299, 'discounted_price': 1299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/f50dc15028531ba4e74380c07b21ad1c_images.jpg'}","","","","","","","","","","","","","","","","",""
"38428","women accessories bags clutches brown fall casual baggit women brown clutch","{'id': 38428, 'name': 'Baggit Women Brown Clutch', 'variant': 'Baggit Bags - Women', 'brand': 'Baggit', 'price': 900, 'discounted_price': 900, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/2ebd1c2c97f3af4775a74a5cbf10d2b8_images.jpg'}","","","","","","","","","","","","","","","","",""
"24077","women footwear shoes heels brown winter casual catwalk women brown sandals","{'id': 24077, 'name': 'Catwalk Women Brown Sandals', 'variant': 'Casual', 'brand': 'Catwalk', 'price': 1295, 'discounted_price': 1295, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/33f711f469d4e2e99ac1c96be0817bfc_images.jpg'}","","","","","","","","","","","","","","","","",""
"10242","women accessories bags handbags grey winter casual murcia women mary grey handbags","{'id': 10242, 'name': 'Murcia Women Mary Grey Handbags', 'variant': 'Mary', 'brand': 'Murcia', 'price': 1350, 'discounted_price': 1350, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/c4cd123c90348714acb9c7703b9df3f7_images.jpg'}","","","","","","","","","","","","","","","","",""
"32112","men apparel innerwear briefs grey summer casual playboy men rap grey brief","{'id': 32112, 'name': 'Playboy Men Rap Grey Brief', 'variant': 'Rap', 'brand': 'Playboy', 'price': 144, 'discounted_price': 144, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/40fbc334731589869dbc220d7727b456_images.jpg'}","","","","","","","","","","","","","","","","",""
"6868","women apparel dress dresses black summer casual forever new women's waterfall sleeve shift black dress","{'id': 6868, 'name': ""Forever New Women's Waterfall Sleeve Shift Black Dress"", 'variant': 'Forever New Waterfall Sleeve Shift Dress', 'brand': 'Forever New', 'price': 4000, 'discounted_price': 4000, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/3a37f47b5c7559611f8fd87ede6decdd_images.jpg'}","","","","","","","","","","","","","","","","",""
"27296","women apparel topwear kurtas green fall ethnic mother earth women printed green kurta","{'id': 27296, 'name': 'Mother Earth Women Printed Green Kurta', 'variant': 'Printed', 'brand': 'Mother Earth', 'price': 1299, 'discounted_price': 1299, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b5de65a4955825df985add5ffea7ab66_images.jpg'}","","","","","","","","","","","","","","","","",""
"42601","women accessories jewellery pendant gold winter casual estelle women gold pendant with chain","{'id': 42601, 'name': 'Estelle Women Gold Pendant with Chain', 'variant': 'Gold studded Pendent with Chain 408', 'brand': 'Estelle', 'price': 749, 'discounted_price': 749, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/cdb9967361549a4391f19c2870d792d5_images.jpg'}","","","","","","","","","","","","","","","","",""
"3526","women apparel topwear tshirts black summer casual myntra women's i know i am not black t-shirt","{'id': 3526, 'name': ""Myntra Women's I Know I Am Not Black T-shirt"", 'variant': 'I know I am not perfect but I am so close it', 'brand': 'Myntra', 'price': 399, 'discounted_price': 399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d39029b051d79137d7facc4940dfc393_images.jpg'}","","","","","","","","","","","","","","","","",""
"26344","women accessories watches watches white winter casual dkny women white dial watch ny8307","{'id': 26344, 'name': 'DKNY Women White Dial Watch NY8307', 'variant': 'Casual', 'brand': 'DKNY', 'price': 8995, 'discounted_price': 8995, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1ecc69fec51d4e933dba1b1fc318030c_images.jpg'}","","","","","","","","","","","","","","","","",""
"12171","men apparel topwear shirts orange fall casual basics men orange slim fit checked shirt","{'id': 12171, 'name': 'Basics Men Orange Slim Fit Checked Shirt', 'variant': 'Check', 'brand': 'Basics', 'price': 1349, 'discounted_price': 1349, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/cc2aed62dddb8ff41c044099806a102f_images.jpg'}","","","","","","","","","","","","","","","","",""
"19599","women apparel topwear tops blue fall casual united colors of benetton women solid blue top","{'id': 19599, 'name': 'United Colors of Benetton Women Solid Blue Top', 'variant': 'Solid', 'brand': 'United Colors of Benetton', 'price': 1299, 'discounted_price': 1299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/082394a073b292f0f64bfc865051ef23_images.jpg'}","","","","","","","","","","","","","","","","",""
"6054","men apparel topwear shirts navy blue summer casual ucb men linen grament navy shirt","{'id': 6054, 'name': 'UCB Men Linen Grament Navy Shirt', 'variant': 'F/S Linen grament dyed shirt in soild', 'brand': 'United Colors of Benetton', 'price': 1999, 'discounted_price': 1999, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/0b7c69dc2041d631f91dafb1c149e4b4_images.jpg'}","","","","","","","","","","","","","","","","",""
"47373","women accessories bags handbags green summer casual baggit women green bag","{'id': 47373, 'name': 'Baggit Women Green Bag', 'variant': 'DOMINI DUM GREEN', 'brand': 'Baggit', 'price': 2300, 'discounted_price': 2300, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/f0f8276343b2516ab8ee3f66143b2595_images.jpg'}","","","","","","","","","","","","","","","","",""
"9820","women apparel topwear tshirts grey fall casual little miss women printed dark grey t-shirt","{'id': 9820, 'name': 'Little Miss Women Printed Dark Grey T-shirt', 'variant': 'Little Miss Printed', 'brand': 'Little Miss', 'price': 499, 'discounted_price': 499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b9ea7851f92a3756973230d92a010df0_images.jpg'}","","","","","","","","","","","","","","","","",""
"17403","men accessories socks socks navy blue summer casual reid & taylor men solid navy blue socks","{'id': 17403, 'name': 'Reid & Taylor Men Solid Navy Blue Socks', 'variant': 'Solid', 'brand': 'Reid & Taylor', 'price': 135, 'discounted_price': 135, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/19c91c19317cc31183460576ff00eabd_images.jpg'}","","","","","","","","","","","","","","","","",""
"7186","women apparel bottomwear jeans blue fall casual jealous 21 women supper skinny zipped blue jeans","{'id': 7186, 'name': 'Jealous 21 Women Supper Skinny Zipped Blue Jeans', 'variant': 'Jealous supper skinny zipped ankle washed jeans', 'brand': 'Jealous 21', 'price': 1899, 'discounted_price': 1899, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/e07746b2e2a09023df3a2e06745d524e_images.jpg'}","","","","","","","","","","","","","","","","",""
"4703","unisex accessories watches watches black winter sports adidas unisex cambridge analogue black watch","{'id': 4703, 'name': 'ADIDAS Unisex Cambridge Analogue Black Watch', 'variant': 'ADIDAS HERITAGE WATCH', 'brand': 'ADIDAS', 'price': 2795, 'discounted_price': 2795, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/63da6df128a1add89176591d72007fff_images.jpg'}","","","","","","","","","","","","","","","","",""
"45424","women footwear shoes flats white winter casual rocia women white sandals","{'id': 45424, 'name': 'Rocia Women White Sandals', 'variant': 'RociaFemaleANTIQSandals', 'brand': 'Rocia', 'price': 590, 'discounted_price': 590, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/a4c2de3048e597a31a1e5a3aa4f65287_images.jpg'}","","","","","","","","","","","","","","","","",""
"15354","men footwear shoes casual shoes black winter casual red tape men casual black casual shoes","{'id': 15354, 'name': 'Red Tape Men Casual Black Casual Shoes', 'variant': 'Casual', 'brand': 'Red Tape', 'price': 2295, 'discounted_price': 2295, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/26301ba948d90d5acc5dbc59fe5ef326_images.jpg'}","","","","","","","","","","","","","","","","",""
"52493","women apparel innerwear camisoles white winter casual red rose white camisole","{'id': 52493, 'name': 'Red Rose White Camisole', 'variant': 'Noodle StrapWhite Camisole', 'brand': 'Red Rose', 'price': 220, 'discounted_price': 220, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Red-Rose-White-Camisole_3900971da175a5fde1100083b3c4b0f7_images.jpg'}","","","","","","","","","","","","","","","","",""
"21161","women apparel topwear tops grey fall casual s.oliver women grey top","{'id': 21161, 'name': 's.Oliver Women Grey Top', 'variant': 'Stripes', 'brand': 's.Oliver', 'price': 1799, 'discounted_price': 1799, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/49e6e606512d2a86b95797f26c5d23f3_images.jpg'}","","","","","","","","","","","","","","","","",""
"53541","women apparel innerwear briefs white summer casual amante women pack of 2 bikini briefs pffl03","{'id': 53541, 'name': 'Amante Women Pack of 2 Bikini Briefs PFFL03', 'variant': 'Pack of 2', 'brand': 'Amante', 'price': 495, 'discounted_price': 396, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/image/style/properties/53541/Amante-Pack-of-2-Briefs_1_75aae0b4980265d26326bf6e7c42d2dd.jpg'}","","","","","","","","","","","","","","","","",""
"14286","men apparel bottomwear trousers grey fall formal belmonte men solid trouser grey trousers","{'id': 14286, 'name': 'Belmonte Men Solid Trouser Grey Trousers', 'variant': 'Solid Trouser', 'brand': 'Belmonte', 'price': 1195, 'discounted_price': 1195, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ee4e59bcd964858b7b357b58ac575d72_images.jpg'}","","","","","","","","","","","","","","","","",""
"37004","women accessories bags handbags blue summer casual lino perros women blue sling bag","{'id': 37004, 'name': 'Lino Perros Women Blue Sling Bag', 'variant': 'Casual', 'brand': 'Lino Perros', 'price': 1295, 'discounted_price': 1295, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/6ae4888a2b03d152395f8b53429a857c_images.jpg'}","","","","","","","","","","","","","","","","",""
"56033","women personal care lips lipstick brown spring casual colorbar soft touch rebel lipstick 014","{'id': 56033, 'name': 'ColorBar Soft Touch Rebel Lipstick 014', 'variant': 'SOFT TOUCH', 'brand': 'Colorbar', 'price': 475, 'discounted_price': 380, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/assets/images/56033/2019/1/11/5391c92f-9119-43b6-af89-f8b4a819634e1547190915901-ColorBar-Soft-Touch-Rebel-Lipstick-014-2541547190915553-1.jpg'}","","","","","","","","","","","","","","","","",""
"32576","women apparel dress dresses orange summer casual only women orange party dress","{'id': 32576, 'name': 'ONLY Women Orange Party Dress', 'variant': 'CHERRY PARTY DRESS-IN- XS- RED LIGHT', 'brand': 'ONLY', 'price': 1995, 'discounted_price': 1995, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/c1ec32bae3217fc063e2a64cab166d3a_images.jpg'}","","","","","","","","","","","","","","","","",""
"40156","girls apparel topwear tops green summer casual gini and jony girls core green top","{'id': 40156, 'name': 'Gini and Jony Girls Core Green Top', 'variant': 'Core', 'brand': 'Gini and Jony', 'price': 349, 'discounted_price': 174, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8ff78487998ce3099322d79f8a3798f7_images.jpg'}","","","","","","","","","","","","","","","","",""
"24413","men footwear shoes sports shoes white fall sports adidas men swerve str white sports shoes","{'id': 24413, 'name': 'ADIDAS Men Swerve Str White Sports Shoes', 'variant': 'Adidas Men Swerve STR White Sports Shoes', 'brand': 'ADIDAS', 'price': 3299, 'discounted_price': 3299, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/18888f85a7849d64e1f102fecfa125b9_images.jpg'}","","","","","","","","","","","","","","","","",""
"10626","men footwear shoes casual shoes green winter casual carlton london men cl casual green casual shoes","{'id': 10626, 'name': 'Carlton London Men CL Casual Green Casual Shoes', 'variant': 'CL Casual', 'brand': 'Carlton London', 'price': 2495, 'discounted_price': 2495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/92ed2b16562508d331adbfdb26678239_images.jpg'}","","","","","","","","","","","","","","","","",""
"15166","men apparel topwear tshirts red fall casual arrow sport men stripes red polo tshirts","{'id': 15166, 'name': 'Arrow Sport Men Stripes Red Polo Tshirts', 'variant': 'Stripes', 'brand': 'Arrow Sport', 'price': 1399, 'discounted_price': 1399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1836c5dea8cf0195319a7975dd851329_images.jpg'}","","","","","","","","","","","","","","","","",""
"59249","men accessories watches watches black winter casual titan men black watch","{'id': 59249, 'name': 'Titan Men Black Watch', 'variant': 'Titan Watches', 'brand': 'Titan', 'price': 6500, 'discounted_price': 6500, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Titan-Men-Black-Watch_c301664cf7d95234df0acee5e2ea6689_images.jpg'}","","","","","","","","","","","","","","","","",""
"21353","women accessories eyewear sunglasses red winter casual van heusen women oversized sunglasses vh163-c3","{'id': 21353, 'name': 'Van Heusen Women Oversized Sunglasses VH163-C3', 'variant': 'Casual', 'brand': 'Van Heusen', 'price': 2750, 'discounted_price': 1650, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ba805d8d5de22e221d70b8c9e36c4043_images.jpg'}","","","","","","","","","","","","","","","","",""
"4531","women footwear shoes sports shoes black summer sports puma women tazon black silver pink shoe","{'id': 4531, 'name': 'Puma Women Tazon Black Silver Pink Shoe', 'variant': ""Tazon 4 Wn's"", 'brand': 'Puma', 'price': 3299, 'discounted_price': 3299, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/22064d5f6ebf7c44fe0ba539f5b27b64_images.jpg'}","","","","","","","","","","","","","","","","",""
"45616","men footwear shoes formal shoes black summer formal arrow men black formal shoes","{'id': 45616, 'name': 'Arrow Men Black Formal Shoes', 'variant': 'M3151BV', 'brand': 'Arrow', 'price': 2699, 'discounted_price': 2699, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/767479ba3ef05d72841b3ada9dce800b_images.jpg'}","","","","","","","","","","","","","","","","",""
"37236","men accessories wallets wallets brown summer casual united colors of benetton men leather brown wallet","{'id': 37236, 'name': 'United Colors of Benetton Men Leather Brown Wallet', 'variant': 'Leather', 'brand': 'United Colors of Benetton', 'price': 1699, 'discounted_price': 594, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/f8811ae5573b89044875f3ad6f015027_images.jpg'}","","","","","","","","","","","","","","","","",""
"20281","women footwear shoes heels pink winter casual catwalk women casual pink flats","{'id': 20281, 'name': 'Catwalk Women Casual Pink Flats', 'variant': 'Casual', 'brand': 'Catwalk', 'price': 1095, 'discounted_price': 1095, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b9bc6d958824d47b6de986c425417dc0_images.jpg'}","","","","","","","","","","","","","","","","",""
"53773","men apparel topwear tshirts black summer casual puma men black t-shirt","{'id': 53773, 'name': 'Puma Men Black T-shirt', 'variant': 'T-shirt', 'brand': 'Puma', 'price': 1199, 'discounted_price': 1199, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Polo-T-shirt_2af5d01519294d6e613ffb912bda54f6_images.jpg'}","","","","","","","","","","","","","","","","",""
"32744","men footwear shoes casual shoes charcoal spring casual fila men dale charcoal black shoes","{'id': 32744, 'name': 'Fila Men Dale Charcoal Black Shoes', 'variant': 'Dale', 'brand': 'FILA', 'price': 2299, 'discounted_price': 2299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Dale-Grey-Shoes_393dafd9858fdf5c2f6784408415e067_images.jpg'}","","","","","","","","","","","","","","","","",""
"56201","women accessories jewellery jewellery set gold winter casual estelle women gold earring & pendant set","{'id': 56201, 'name': 'Estelle Women Gold Earring & Pendant Set', 'variant': 'Gold Plated Studded Necklace5047', 'brand': 'Estelle', 'price': 749, 'discounted_price': 749, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Estelle-Earring---Pendant-Set_3f643e05fceac5dd7fbe11fdec35332f_images.jpg'}","","","","","","","","","","","","","","","","",""
"24621","men accessories belts belts black summer formal belmonte men leather black belt","{'id': 24621, 'name': 'Belmonte Men Leather Black Belt', 'variant': 'Belmonte Men Leather Black Belt', 'brand': 'Belmonte', 'price': 795, 'discounted_price': 715, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/57c4e7d6709d8e05eabc814e4a1529de_images.jpg'}","","","","","","","","","","","","","","","","",""
"10414","women apparel topwear tshirts purple fall casual united colors of benetton women solid purple t-shirt","{'id': 10414, 'name': 'United Colors of Benetton Women Solid Purple T-shirt', 'variant': 'Solid', 'brand': 'United Colors of Benetton', 'price': 799, 'discounted_price': 799, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/fb5d51a42b3d5785f171b68f93ab40b8_images.jpg'}","","","","","","","","","","","","","","","","",""
"40364","women apparel bottomwear jeans navy blue summer casual tokyo talkies women navy jeans","{'id': 40364, 'name': 'Tokyo Talkies Women Navy Jeans', 'variant': 'TOKYO TALKIES JEANS NAVY BLUE', 'brand': 'Tokyo Talkies', 'price': 799, 'discounted_price': 319, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/5d0defbebe78efef2060cb799dc62aee_images.jpg'}","","","","","","","","","","","","","","","","",""
"14888","women accessories bags handbags coffee brown summer casual united colors of benetton women solid coffee brown handbags","{'id': 14888, 'name': 'United Colors of Benetton Women Solid Coffee Brown Handbags', 'variant': 'Solid', 'brand': 'United Colors of Benetton', 'price': 4499, 'discounted_price': 4499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/61a7e2db8b7c6ffafb212c885b831705_images.jpg'}","","","","","","","","","","","","","","","","",""
"33696","men footwear sandal sandals black winter casual cobblerz men black leather sandals","{'id': 33696, 'name': 'Cobblerz Men Black Leather Sandals', 'variant': 'Casual', 'brand': 'Cobblerz', 'price': 2999, 'discounted_price': 2999, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/6dce6d76d816397652549bba3c66768b_images.jpg'}","","","","","","","","","","","","","","","","",""
"30013","men accessories watches watches black winter casual kenneth cole men black dial chronograph watch","{'id': 30013, 'name': 'Kenneth Cole Men Black Dial Chronograph Watch', 'variant': 'Watches', 'brand': 'Kenneth Cole', 'price': 6995, 'discounted_price': 6995, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1bc72c98dc74764ac1abd6bde098df39_images.jpg'}","","","","","","","","","","","","","","","","",""
"48109","women apparel topwear tops navy blue summer casual french connection women multicoloured striped top","{'id': 48109, 'name': 'French Connection Women Multicoloured Striped Top', 'variant': 'top', 'brand': 'French Connection', 'price': 3999, 'discounted_price': 3999, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Multicoloured-Striped-Top_5568bca31aae7fa1ad0d19f2e72740ce_images.jpg'}","","","","","","","","","","","","","","","","",""
